008600
1
0
02
.

G/-060 0140 .5c.
G/0060 0140 .5c.
G/0000 0150 .3c3e.
G/0000 0300 5.

G/-060 0140 .5c.
G/0060 0140 .5c.
G/0000 0150 .3c3e.
G/0000 0300 5.

G/-060 0140 .5c.
G/0060 0140 .5c.
G/0000 0150 .3c3e.
G/0000 0300 5.

G/0000 0050
>*;1

G/-060 0140 .5n..
G/0060 0140 .5o..
G/0000 0150 .5p..
G/0000 0300 5.

G/-060 0140 .5n..
G/0060 0140 .5o..
G/0000 0150 .5p.c.
G/0000 0300 5.

G/-060 0140 .5n.c.
G/0060 0140 .5o.c.
G/0000 0150 .5p.ce.
G/0000 0300 5.

G/0000 0050
>*;2

G/0000 0150 .5+.
G/0000 0050 .5-.
G/0000 -050 .5_.
X/x000 0170 .5ce.
X/x000 0170 .5ce.
X/x000 0170 .5ce.
G/0000 0300 5.

G/0000 0150 .5+.
G/0000 0050 .5-.
G/0000 -050 .5_.
X/x000 0170 .5ce.
X/x000 0170 .5ce.
X/x000 0170 .5ce.
G/0000 0300 5.

G/0000 0150 .5+.
G/0000 0050 .5-.
G/0000 -050 .5_.
X/x000 0170 .5ce5c.
X/x000 0170 .5ce5c.
X/x000 0170 .5ce5c.
G/0000 0300 5.

G/0000 0050
>*;3

G/-060 0140 .5c+.
G/0060 0140 .5c-.
G/0000 0150 .3c3e.
G/0000 0300 .f5

G/-060 0140 .5c+.
G/0060 0140 .5c-.
G/0000 0150 .3c3e.
G/0000 0300 .f5

G/-060 0140 .5c+.
G/0060 0140 .5c-.
G/0000 0150 .3c3e.
G/0000 0300 .f5

G/0000 0050
>*;4

G/0000 0150 .d5i5e.
G/0000 0075 .+ei6ae.5
G/-100 0150 .cei.5
G/0100 0150 .cei.5

G/0000 0150 .d5i5e.
G/0000 0075 .+ei6ae.5
G/-100 0150 .cei.5
G/0100 0150 .cei.5

G/0000 0150 .d5i5e.
G/0000 0075 .+ei6ae.5
G/-100 0150 .cei.5
G/0100 0150 .cei.5

G/0000 0050
>*;5

G/0080 0050 .ig.5g..5
G/-080 0050 .ig.5g...
G/0000 0150 .dg.i.3

G/0080 0050 .ig.5g..5
G/-080 0050 .ig.5g...
G/0000 0150 .dg.i.3

G/0080 0050 .ig.5g..5
G/-080 0050 .ig.5g...
G/0000 0150 .dg.i.3

G/0000 0050
>*;6

X/x000 0180 .a3h.
X/x000 0180 .i.f.f.5
X/x000 0180 .a3h.
X/x000 0180 .i.f.f5.

X/x000 0180 .a3h.
X/x000 0180 .i.f.f.5
X/x000 0180 .a3h.
X/x000 0180 .i.f.f5.

G/0000 0050
>*;7

G/0000 0150 .e1d
1i1i1i1i3...
X/x000 0180 .a3id.e.e.e.5
X/x000 0180 .a3id.e.e.e.5
X/x000 0180 .a3id.e.e.e.58>

G/0000 0150 .e1d
1i1i1i1i3...
X/x000 0180 .a3id.e.e.e.5
X/x000 0180 .a3id.e.e.e.5
X/x000 0180 .a3id.e.e.e.58>

G/0000 0150 .e1d
1i1i1i1i3...
X/x000 0180 .a3id.e.e.e.5
X/x000 0180 .a3id.e.e.e.5
X/x000 0180 .a3id.e.e.e.58>

G/0000 0050
>*;8

.....
!
